,opta_id,injury_start_date,sport,team,gsis_id,depth_chart_order,sportradar_id,active,oddsjam_id,fantasy_data_id,last_name,yahoo_id,injury_body_part,pandascore_id,team_abbr,first_name,years_exp,birth_date,search_last_name,metadata,college,status,swish_id,search_full_name,news_updated,practice_participation,birth_city,injury_notes,espn_id,rotowire_id,competitions,stats_id,team_changed_at,practice_description,depth_chart_position,injury_status,number,search_rank,player_id,birth_state,position,age,weight,full_name,search_first_name,fantasy_positions,birth_country,hashtag,rotoworld_id,high_school,height
1461,,,nfl,,,,4c08189b-2268-4755-87d0-b0a291f08eb9,False,,15043.0,Catapano,26830.0,,,,Mike,7.0,1990-08-17,catapano,,Princeton,Inactive,,mikecatapano,,,,,15944.0,8961.0,[],470175.0,,,,,48.0,9999999.0,1461,,LB,30.0,270,Mike Catapano,mike,"['DL', 'LB']",,#mikecatapano-NFL-FA-48,,Chaminade (NY),"6'4"""
7116,,,nfl,LAR,,,fb301e65-4c65-4b60-a8ca-d149fcdbcd97,True,116E2FA7B4F5,22132.0,Dotson,32805.0,,,,Kevin,5.0,1996-09-18,dotson,"{'channel_id': '1113708706823958528', 'rookie_year': '2020'}",Louisiana,Active,885460.0,kevindotson,1726427114705.0,,,,3917599.0,14749.0,[],,,,OL,,69.0,9999999.0,7116,,OL,28.0,330,Kevin Dotson,kevin,['OL'],,#kevindotson-NFL-LAR-69,,Plaquemine (LA),76
4907,,,nfl,,,,,False,,19809.0,Sirianni,,,,,Nick,0.0,,sirianni,{'override_active': 'false'},,Inactive,,nicksirianni,,,,,,,[],,,,,,0.0,9999999.0,4907,,,,,Nick Sirianni,nick,,,#nicksirianni-NFL-FA-0,13088.0,,
11649,,,nfl,CIN,,7.0,d0dd8a70-072c-11ef-a49f-41e71daeb2e1,True,A92E6B2C0008,,Milton,,,,,Kendall,1.0,2002-02-10,milton,"{'channel_id': '1113708718547038208', 'rookie_year': '2024'}",Georgia,Active,1213345.0,kendallmilton,1735846837738.0,,,,,17970.0,[],,,,RB,,36.0,313.0,11649,,RB,23.0,230,Kendall Milton,kendall,['RB'],,#kendallmilton-NFL-CIN-36,,Buchanan (CA),73
6783,,,nfl,CLE,,1.0,eaaa4a61-c2a7-4926-8e9b-3ec71be2f991,True,74F257A6F220,21692.0,Jeudy,32685.0,,,,Jerry,5.0,1999-04-24,jeudy,"{'channel_id': '1113708842941706240', 'rookie_year': '2020'}",Alabama,Active,973935.0,jerryjeudy,1736045430939.0,,,,4241463.0,14458.0,[],,,,LWR,,3.0,149.0,6783,,WR,25.0,195,Jerry Jeudy,jerry,['WR'],,#jerryjeudy-NFL-CLE-3,,Deerfield Beach (FL),73
5592,,,nfl,,00-0034328,,5f642a99-fc5b-4cae-b23d-8d043681b264,True,,20551.0,Koroma,31522.0,,,,Tejan,4.0,1996-04-27,koroma,{'channel_id': '1116853128503754752'},Brigham Young,Active,,tejankoroma,1556573756637.0,,,,3138835.0,13384.0,[],,,,,,73.0,9999999.0,5592,,C,25.0,290,Tejan Koroma,tejan,['OL'],,#tejankoroma-NFL-FA-73,,Allen,72
2481,,,nfl,,,,8ab4dd5c-7ace-4819-80b7-030de97ab88f,False,,16939.0,Valles,28567.0,,,,Max,5.0,1994-08-05,valles,,Virginia,Inactive,,maxvalles,,,,,3048702.0,10365.0,[],,,,,,54.0,9999999.0,2481,,LB,26.0,251,Max Valles,max,"['DL', 'LB']",,#maxvalles-NFL-FA-54,,St. Joseph,"6'5"""
221,,,nfl,,00-0025549,,645a8bf9-2079-4df4-904a-3d8f08438b85,False,,5511.0,Celek,8416.0,,,,Brent,13.0,1985-01-25,celek,,Cincinnati,Inactive,,brentcelek,1564440320341.0,,,,10605.0,5403.0,[],229510.0,,,,,87.0,9999999.0,221,,TE,35.0,255,Brent Celek,brent,['TE'],,#brentcelek-NFL-FA-87,4269.0,La Salle (OH),"6'4"""
387,,,nfl,,,,d7ed32dc-b05b-4a90-b29c-7fcb4527d2c5,False,,8699.0,Moreno,,,,,Knowshon,6.0,1987-07-16,moreno,,Georgia,Inactive,,knowshonmoreno,,,,,12516.0,,[],,,,,,28.0,9999999.0,387,,RB,30.0,210,Knowshon Moreno,knowshon,['RB'],,#knowshonmoreno-NFL-FA-28,5163.0,,"5'11"""
8432,,,nfl,,,,,False,,,Invalid,,,,,Player,0.0,,invalid,,,Inactive,,playerinvalid,,,,,,,[],,,,,,,,8432,,TE,,,Player Invalid,player,['TE'],,#playerinvalid-NFL-FA,,,
7232,,,nfl,,,,dec323b8-fb75-4182-b03d-6c412d3d51a5,True,,22233.0,Smith,33180.0,,,,Rashad,2.0,1997-04-20,smith,{'channel_id': '1116853352911601664'},Florida Atlantic,Active,916460.0,rashadsmith,1603749938954.0,,,,4040762.0,15096.0,[],,,,,,59.0,9999999.0,7232,,LB,25.0,220,Rashad Smith,rashad,['LB'],,#rashadsmith-NFL-FA-59,,Homestead (FL),73
12213,,,nfl,,,,d4783f50-07da-11ef-b218-ed50b831f980,True,8FB828B3A11D,,Sao,,,,,Anthony,0.0,2000-12-17,sao,"{'channel_id': '1116852717524877312', 'rookie_year': '2024'}",MidAmerican Nazarene,Active,1509834.0,anthonysao,1718143531237.0,,,,,18167.0,[],,,,,,37.0,9999999.0,12213,,CB,23.0,200,Anthony Sao,anthony,['DB'],,#anthonysao-NFL-FA-37,,Compton (CA),73
11616,,,nfl,SF,,6.0,9c145f4f-c9b1-4c2c-b011-8dc40167d0f1,True,D501FE0B726A,,Cowing,,,,,Jacob,1.0,2001-02-04,cowing,"{'channel_id': '1113708878039642112', 'rookie_year': '2024'}",Arizona,Active,1181861.0,jacobcowing,1737144033007.0,,,,,17008.0,[],,,,SWR,,19.0,432.0,11616,,WR,24.0,171,Jacob Cowing,jacob,['WR'],,#jacobcowing-NFL-SF-19,,Maricopa (AZ),69
5965,,,nfl,, 00-0035703,,d1ed6f8c-1611-4695-8b48-5adce0de50dd,True,0A22FF8AADCF,21037.0,Boykin,31925.0,,,,Miles,6.0,1996-10-12,boykin,"{'channel_id': '1113708680123019264', 'rookie_year': '2019'}",Notre Dame,Active,884553.0,milesboykin,1726687556013.0,,,,3932423.0,13553.0,[],884553.0,,,,,81.0,543.0,5965,,WR,28.0,222,Miles Boykin,miles,['WR'],,#milesboykin-NFL-FA-81,14013.0,Providence Catholic (IL),76
2125,,,nfl,,,,404c313b-6788-45ac-8438-99b224988b8f,False,,16462.0,Peacock,28008.0,,,,Andrew,1.0,1991-01-14,peacock,,Appalachian State,Inactive,,andrewpeacock,,,,,17025.0,,[],504365.0,,,,,1.0,9999999.0,2125,,WR,26.0,195,Andrew Peacock,andrew,['WR'],,#andrewpeacock-NFL-FA-1,,,"5'9"""
11770,,,nfl,ATL,,2.0,fdb957eb-4146-4453-a6df-f65ca7bc1bb6,True,7715F27DA2AC,,Bertrand,,,,,JD,1.0,2000-05-05,bertrand,"{'channel_id': '1113708865330900992', 'rookie_year': '2024'}",Notre Dame,Active,1183583.0,jdbertrand,1736095537052.0,,,,,17810.0,[],,,,LILB,,40.0,9999999.0,11770,,LB,24.0,230,JD Bertrand,jd,['LB'],,#jdbertrand-NFL-ATL-40,,Blessed Trinity Catholic (GA),73
4992,,,nfl,NO,00-0034860,7.0,20d16690-560b-4a01-af20-8870ef07ea70,True,CEEF50BC317C,19854.0,Pettis,31014.0,,,,Dante,7.0,1995-10-23,pettis,"{'channel_id': '1113708761173749761', 'rookie_year': '2018'}",Washington,Active,837820.0,dantepettis,1736148902390.0,,,,3127306.0,12884.0,[],837820.0,,,SWR,,17.0,9999999.0,4992,,WR,29.0,195,Dante Pettis,dante,['WR'],,#dantepettis-NFL-NO-17,13160.0,JSerra Catholic (CA),73
1590,,,nfl,, 00-0030548,,c615cf52-bc61-43ed-bb76-39695ca019c0,True,,15242.0,Reid,26641.0,,,,Eric,9.0,1991-12-10,reid,{'channel_id': '1116852748231376896'},Louisiana State,Active,,ericreid,1585950331788.0,,,,15809.0,8685.0,[],540523.0,,,,,25.0,9999999.0,1590,,SS,30.0,213,Eric Reid,eric,['DB'],,#ericreid-NFL-FA-25,8453.0,Dutchtown (LA),73
4804,,,nfl,,,,dfdac366-d991-4d2a-baad-a01b055e1c48,True,,19719.0,Brown,30927.0,,,,Darrell,5.0,1993-12-21,brown,{'channel_id': '1116853024250134528'},Louisiana Tech,Active,,darrellbrown,,,,,2971882.0,,[],,,,,,66.0,9999999.0,4804,,OT,28.0,305,Darrell Brown,darrell,['OL'],,#darrellbrown-NFL-FA-66,,Cooper,76
4529,,,nfl,,00-0033608,,ba95b150-fad0-4a8d-b15d-a5e318d95b7f,True,,19407.0,Lewis,30491.0,,,,Ryan,5.0,1994-04-15,lewis,{'channel_id': '1116852981497593856'},Pittsburgh,Inactive,,ryanlewis,1660179319896.0,,,,2970264.0,12929.0,[],692336.0,,,,,37.0,1260.0,4529,,CB,27.0,185,Ryan Lewis,ryan,['DB'],,#ryanlewis-NFL-FA-37,,Eastlake (WA),72
439,,,nfl,CAR,00-0026027,,e2ee3901-8de4-4585-a6ca-b7d77d271d9e,True,4EDD98ACAC84,9162.0,Jansen,9585.0,,,,JJ,17.0,1986-01-20,jansen,"{'channel_id': '1113708886856069120', 'rookie_year': '2008'}",Notre Dame,Active,267458.0,jjjansen,1709952654777.0,,,,11759.0,7078.0,[],,,,LS,,44.0,9999999.0,439,,LS,39.0,235,JJ Jansen,jj,['LS'],,#jjjansen-NFL-CAR-44,,Brophy Prep (AZ),74
6858,,,nfl,TEN,,2.0,ce8b21f7-6f93-40e6-8068-0432e10d855f,True,35DE560DE241,21894.0,Lynch,32800.0,,,,James,5.0,1999-01-20,lynch,"{'channel_id': '1113708712297525248', 'rookie_year': '2020'}",Baylor,Active,1066890.0,jameslynch,1738889454311.0,,,,4259181.0,14499.0,[],,,,RDE,,97.0,9999999.0,6858,,DT,26.0,289,James Lynch,james,['DL'],,#jameslynch-NFL-TEN-97,,Round Rock (TX),76
1510,,,nfl,,00-0030046,,cf881df8-d5a0-4736-be01-eb72767366b0,True,,15116.0,Mills,26786.0,,,,Jordan,9.0,1990-12-24,mills,{'channel_id': '1116852742007029760'},Louisiana Tech,Active,509704.0,jordanmills,1659810314150.0,,,,16004.0,8826.0,[],,,,,,79.0,9999999.0,1510,,T,31.0,311,Jordan Mills,jordan,"['OL', 'OT']",,#jordanmills-NFL-FA-79,,Assumption (LA),77
4925,,,nfl,OAK,,,,True,,19313.0,Wade,30636.0,,,,Jordan,1.0,,wade,{'channel_id': '1116853041413226496'},Oklahoma,Active,,jordanwade,,,,,,,[],,,,,,0.0,9999999.0,4925,,G,,311,Jordan Wade,jordan,['OL'],,#jordanwade-NFL-OAK-0,,,"6'3"""
3620,,,nfl,, 00-0032482,,319497eb-9f40-4ef7-9dfe-72314a8e9b21,False,,18407.0,Addison,29616.0,,,,Bralon,6.0,1993-10-12,addison,,Oregon,Inactive,,bralonaddison,1596767449898.0,,,,2971271.0,10747.0,[],689636.0,,,,,89.0,9999999.0,3620,,WR,28.0,190,Bralon Addison,bralon,['WR'],,#bralonaddison-NFL-FA-89,,Hightower (TX),70
11155,,,nfl,,,,825c01a0-e857-11ed-95b2-5d386c06de36,True,,,Sims,,,,,Christian,1.0,2001-02-15,sims,{'channel_id': '1116852657747656704'},Bowling Green,Active,1181975.0,christiansims,1693254649926.0,,,,,17337.0,[],,,,,,46.0,449.0,11155,,TE,22.0,243,Christian Sims,christian,['TE'],,#christiansims-NFL-FA-46,,Norcross (GA),74
1995,,,nfl,,00-0031309,,dfbbe1cc-1fce-4599-92ae-922a8b79fb83,False,,16266.0,Smith,27672.0,,,,Telvin,8.0,1991-04-11,smith,,Florida State,Injured Reserve,,telvinsmith,1563996333283.0,,,,16891.0,9371.0,[],,,,,,0.0,9999999.0,1995,,LB,30.0,215,Telvin Smith,telvin,['LB'],,#telvinsmith-NFL-FA-0,9394.0,Lowndes County (GA),75
10926,,,nfl,NE,,2.0,5c55344a-6192-4def-9860-ffd5a571fe68,True,25AC94AAB044,,Mapu,,,,,Marte,2.0,1999-11-08,mapu,"{'channel_id': '1113708791863472128', 'rookie_year': '2023'}",Sacramento State,Active,1054192.0,martemapu,1736106338561.0,,,,,16947.0,[],,,,NB,,15.0,9999999.0,10926,,DB,25.0,230,Marte Mapu,marte,['DB'],,#martemapu-NFL-NE-15,,Hawthorne (CA),75
9504,,,nfl,NE,,5.0,9c054866-5e6c-460b-9af3-ebf91e7d0a3e,True,86B6983F9C7F,,Boutte,,,,,Kayshon,2.0,2002-05-07,boutte,"{'channel_id': '1113708794036121600', 'rookie_year': '2023'}",LSU,Active,1213362.0,kayshonboutte,1736783161218.0,,,,,16795.0,[],,,,RWR,,9.0,644.0,9504,,WR,22.0,197,Kayshon Boutte,kayshon,['WR'],,#kayshonboutte-NFL-NE-9,,Westgate (LA),71
4828,,,nfl,,00-0034034,,4e87e1a1-8b89-4738-a527-87eb0663c35d,True,,19732.0,Davis,30940.0,,,,Rashard,5.0,1995-09-14,davis,{'channel_id': '1116853028188585984'},James Madison,Active,750368.0,rasharddavis,1660682432289.0,,,,3049329.0,12367.0,[],750368.0,,,,,6.0,9999999.0,4828,,WR,26.0,180,Rashard Davis,rashard,['WR'],,#rasharddavis-NFL-FA-6,,Charlottesville (VA),69
1914,,,nfl,,,,4aeef161-65c6-4bc6-89c5-ceb7d6d1a25b,False,,16144.0,Archer,27625.0,,,,Dri,6.0,1991-08-09,archer,,Kent State,Inactive,,driarcher,,,,,16755.0,9474.0,[],506529.0,,,,,13.0,9999999.0,1914,,RB,29.0,173,Dri Archer,dri,['RB'],,#driarcher-NFL-FA-13,,Venice (FL),"5'8"""
11525,,,nfl,,,,53744270-fbf9-11ed-b3ef-4b1a763c6ea8,True,,,Whelan,,,,,Daniel,0.0,1999-02-10,whelan,{'channel_id': '1116852699464204288'},UC Davis,Active,1052604.0,danielwhelan,,,,,,,[],,,,,,0.0,9999999.0,11525,,P,24.0,221,Daniel Whelan,daniel,['P'],,#danielwhelan-NFL-FA-0,,Rancho Mirage (CA),78
1711,,,nfl,,,,7a1775f4-0869-4377-93c7-02331a65606f,False,,15620.0,Woodard,,,,,Darren,1.0,1989-09-21,woodard,,Texas - El Paso,Inactive,,darrenwoodard,,,,,16122.0,,[],,,,,,35.0,9999999.0,1711,,CB,27.0,170,Darren Woodard,darren,['DB'],,#darrenwoodard-NFL-FA-35,,,"5'11"""
4396,,,nfl,,00-0033407,,7e56f066-0225-4b22-ab11-9cb1d6325ee8,True,,19255.0,Morgan,30647.0,,,,Drew,5.0,1994-12-02,morgan,{'channel_id': '1116852960572211200'},Arkansas,Active,,drewmorgan,1515031201931.0,,,,3046438.0,11867.0,[],744431.0,,,,,81.0,9999999.0,4396,,WR,27.0,187,Drew Morgan,drew,['WR'],,#drewmorgan-NFL-FA-81,,Greenwood (AR),72
4038,,,nfl,,00-0033460,,938b363a-6967-4cef-bcd2-bb358a9f6c98,True,15F7058AB537,18881.0,Ross,30122.0,,,,John,7.0,1995-11-27,ross,"{'channel_id': '1113708717100003328', 'rookie_year': '2017'}",Washington,Active,747906.0,johnross,1733328318057.0,,,,3052177.0,11699.0,[],747906.0,,,,,38.0,656.0,4038,,WR,29.0,190,John Ross,john,['WR'],,#johnross-NFL-FA-38,12173.0,Long Beach Jordan (CA),71
1148,,,nfl,,00-0029647,,cdbaf089-9c7e-418f-829e-d903c28b2628,True,,14167.0,Wilber,25823.0,,,,Kyle,10.0,1989-04-26,wilber,{'channel_id': '1116852693948694528'},Wake Forest,Active,397413.0,kylewilber,1599591348982.0,,,,15038.0,8224.0,[],397413.0,,,,,58.0,9999999.0,1148,,LB,33.0,240,Kyle Wilber,kyle,['LB'],,#kylewilber-NFL-FA-58,,Apopka (FL),76
12507,,,nfl,,,,,True,,,Hampton,,,,,Omarion,0.0,,hampton,{'source_id': '655f27c0-91f6-11ec-9587-0f8fa2cff168'},North Carolina,Active,,omarionhampton,1738611026994.0,,,,,18445.0,[],,,,,,,,12507,,RB,,220,Omarion Hampton,omarion,['RB'],,#omarionhampton-NFL-FA,,,72
914,,,nfl,,,,7877c393-beb4-4f40-a6c5-d864ca6e5172,False,,13162.0,Hankerson,24866.0,,,,Leonard,9.0,1989-01-30,hankerson,,Miami,Inactive,,leonardhankerson,,,,,14021.0,7381.0,[],398112.0,,,,,80.0,9999999.0,914,,WR,31.0,211,Leonard Hankerson,leonard,['WR'],,#leonardhankerson-NFL-FA-80,6425.0,Aquinas (FL),"6'2"""
1649,,,nfl,,,,d6f89ef1-41a2-4066-91e0-7ed9882a81fd,False,,15392.0,Kovacs,27248.0,,,,Jordan,7.0,1990-06-12,kovacs,,Michigan,Inactive,,jordankovacs,,,,,16363.0,8894.0,[],,,,,,42.0,9999999.0,1649,,DB,30.0,210,Jordan Kovacs,jordan,['DB'],,#jordankovacs-NFL-FA-42,,Clay (OH),"5'10"""
11439,,,nfl,DEN,,2.0,60b4ded0-f321-11ed-ab27-e38fa04fd6c0,True,C92FD917D2BE,,McLaughlin,,,,,Jaleel,2.0,2000-09-13,mclaughlin,"{'channel_id': '1113708825132691457', 'rookie_year': '2023'}",Youngstown State,Active,1271738.0,jaleelmclaughlin,1736868004007.0,,,,,17319.0,[],,,,RB,,38.0,175.0,11439,,RB,24.0,187,Jaleel McLaughlin,jaleel,['RB'],,#jaleelmclaughlin-NFL-DEN-38,,Forest Hills (NC),67
11282,,,nfl,,,,08ee0ac0-eb81-11ed-bdbc-7f2763e63be6,True,,,King,,,,,Johnny,1.0,1999-09-29,king,{'channel_id': '1116852672087982080'},Southeast Missouri State,Active,1216596.0,johnnyking,1693347910321.0,,,,,17509.0,[],,,,,,43.0,469.0,11282,,WR,23.0,209,Johnny King,johnny,['WR'],,#johnnyking-NFL-FA-43,,Boyd H. Anderson (FL),77
3730,,,nfl,,00-0032728,,44d9bb75-f947-406c-b847-6b11684a07c1,True,,18540.0,Jones,29795.0,,,,Tevin,6.0,1992-12-26,jones,{'channel_id': '1116852901101174784'},Memphis,Active,614302.0,tevinjones,1627875617715.0,,,,2586703.0,11467.0,[],614302.0,,,,,0.0,1091.0,3730,,WR,29.0,225,Tevin Jones,tevin,['WR'],,#tevinjones-NFL-FA-0,,Clear Creek (TX),74
7153,,,nfl,ATL,,,a78d3d14-3cc9-4adf-96fe-dc7660cb4c2d,True,747242DB58D9,22155.0,Hinton,32925.0,,,,Kyle,5.0,1998-02-27,hinton,"{'channel_id': '1113708862587826176', 'rookie_year': '2020'}",Washburn,Active,1215064.0,kylehinton,1640291437772.0,,,,4682831.0,14838.0,[],,,,OL,,68.0,9999999.0,7153,,G,26.0,315,Kyle Hinton,kyle,['OL'],,#kylehinton-NFL-ATL-68,,Liberty (AZ),74
3414,,,nfl,,,,551c4d76-6a16-497b-ac3d-33157cdf7107,False,,18176.0,Sarao,29610.0,,,,Anthony,0.0,1993-04-29,sarao,,Southern Cal,Inactive,,anthonysarao,,,,,2577263.0,11663.0,[],,,,,,47.0,9999999.0,3414,,ILB,25.0,233,Anthony Sarao,anthony,['LB'],,#anthonysarao-NFL-FA-47,,,"5'11"""
186,,,nfl,,,,f5fa509a-fc67-4c74-be9f-cb9cc8815a6f,False,,4877.0,Ware,7187.0,,,,DeMarcus,15.0,1982-07-31,ware,,Troy,Inactive,,demarcusware,,,,,8426.0,4474.0,[],,,,,,94.0,9999999.0,186,,DE,38.0,258,DeMarcus Ware,demarcus,"['DL', 'LB']",,#demarcusware-NFL-FA-94,3170.0,Auburn (AL),"6'4"""
11450,,,nfl,,,,36dd9260-f32a-11ed-8b21-7331769fea7c,True,852030D03457,,Beach,,,,,Tyler,1.0,1999-06-14,beach,"{'channel_id': '1113708817415172097', 'rookie_year': '2023'}",Wisconsin,Active,1065334.0,tylerbeach,1704853243412.0,,,,,16783.0,[],,,,,,69.0,9999999.0,11450,,OL,25.0,290,Tyler Beach,tyler,['OL'],,#tylerbeach-NFL-FA-69,,Port Washington (WI),78
11109,,,nfl,,,,63de8230-e775-11ed-bd6a-139cc0e9c4a5,True,35D02D6B4C55,,Evans,,,,,Mark,1.0,1999-10-11,evans,"{'channel_id': '1113708684371849217', 'rookie_year': '2023'}",Arkansas-Pine Bluff,Active,1134580.0,markevans,,,,,,,[],,,,,,68.0,9999999.0,11109,,OL,24.0,295,Mark Evans,mark,['OL'],,#markevans-NFL-FA-68,,C.E. King (TX),76
1150,,,nfl,,,,96981fd3-bd93-4134-84fc-3506197ac7eb,False,,14189.0,McClellin,25729.0,,,,Shea,8.0,1989-08-01,mcclellin,,Boise State,Inactive,,sheamcclellin,1527711901542.0,,,,14937.0,8147.0,[],381820.0,,,,,58.0,9999999.0,1150,,LB,31.0,250,Shea McClellin,shea,['LB'],,#sheamcclellin-NFL-FA-58,7518.0,Marsing (ID),"6'3"""
1813,,,nfl,,,,437120e5-3406-4796-b941-ae3c9aed8bee,False,,15997.0,Johnson,27749.0,,,,Randell,6.0,1991-03-23,johnson,,Florida Atlantic,Inactive,,randelljohnson,,,,,16816.0,9777.0,[],,,,,,49.0,9999999.0,1813,,LB,29.0,245,Randell Johnson,randell,['LB'],,#randelljohnson-NFL-FA-49,,North Miami (FL),"6'4"""
4788,,,nfl,,,,fabca6af-000d-42a9-8a90-524f401a9774,False,,19244.0,Player,30620.0,,,,Duplicate,1.0,1994-07-23,player,,Youngstown State,Inactive,,duplicateplayer,1534308944053.0,,,,,12282.0,[],,,,,,30.0,9999999.0,4788,,CB,24.0,188,Duplicate Player,duplicate,['DB'],,#duplicateplayer-NFL-FA-30,,,"6'1"""
8533,,,nfl,,,,fc11de90-c957-11ec-b1d2-d334745b4f4f,True,,,Sokol,,,,,Josh,1.0,1997-12-01,sokol,{'channel_id': '1116853492179271680'},Sacred Heart,Active,923495.0,joshsokol,,,,,,,[],,,,,,60.0,9999999.0,8533,,C,25.0,290,Josh Sokol,josh,,,#joshsokol-NFL-FA-60,,Hopkinton (MA),75
2330,,,nfl,CAR,00-0031550,2.0,3bf0711c-793a-47e7-bcbd-a0ddf350fef4,True,DFD1026D2F79,16786.0,Thompson,28413.0,,,,Shaq,10.0,1994-04-21,thompson,"{'channel_id': '1113708882506575872', 'rookie_year': '2015'}",Washington,Active,695206.0,shaqthompson,1728165322055.0,,,,2978313.0,10034.0,[],,,,LILB,,54.0,523.0,2330,,LB,30.0,230,Shaq Thompson,shaq,['LB'],,#shaqthompson-NFL-CAR-54,10424.0,Grant Union (CA),72
1609,,,nfl,,,,614dd7ea-e1ac-4e3f-993b-39f2f62c7eeb,False,,15281.0,Pantale,26991.0,,,,Chris,9.0,1990-03-22,pantale,,Boston College,Inactive,,chrispantale,,,,,16210.0,8947.0,[],461900.0,,,,,86.0,9999999.0,1609,,TE,31.0,254,Chris Pantale,chris,['TE'],,#chrispantale-NFL-FA-86,,Wayne Valley (NJ),77
5718,,,nfl,,00-0034725,,d8bc2cac-4537-4541-b9ea-a51bdd63e20c,True,,20632.0,Yurachek,31715.0,,,,Ryan,4.0,1996-08-27,yurachek,{'channel_id': '1116853151085887488'},Marshall,Active,,ryanyurachek,1578677115320.0,,,,3139447.0,13203.0,[],843755.0,,,,,42.0,9999999.0,5718,,TE,25.0,239,Ryan Yurachek,ryan,['TE'],,#ryanyurachek-NFL-FA-42,,Carolina Forest,72
3916,,,nfl,,,,0f151d7d-c87e-4260-b5ab-f2596aa1ab06,True,,18743.0,Watford,30044.0,,,,David,6.0,1993-06-16,watford,{'channel_id': '1116852915210813440'},Hampton,Active,,davidwatford,,,,,2577807.0,11653.0,[],596437.0,,,,,14.0,9999999.0,3916,,WR,28.0,212,David Watford,david,['WR'],,#davidwatford-NFL-FA-14,,Hampton (VA),74
12452,,,nfl,CLE,,,aa104430-d34d-11ef-b4bb-912f6465fcd8,True,,,Holley,,,,,Ralph,0.0,1999-01-22,holley,"{'channel_id': '1185270083992162304', 'rookie_year': ''}",Western Michigan,Active,,ralphholley,,,,,,,[],,,,,,,9999999.0,12452,,DT,26.0,285,Ralph Holley,ralph,['DL'],,#ralphholley-NFL-CLE,,St. Mary's Preparatory (MI),72
6639,,,nfl,,,,7af54f9d-0a09-45ce-b96c-a179bcbb11ca,True,,21517.0,Bonds,32381.0,,,,Terrell,3.0,1996-07-22,bonds,{'channel_id': '1116853284972265472'},Tennessee State,Active,842372.0,terrellbonds,1629491155059.0,,,,3147988.0,14165.0,[],,,,,,47.0,9999999.0,6639,,CB,26.0,182,Terrell Bonds,terrell,['DB'],,#terrellbonds-NFL-FA-47,,Miami Central (FL),68
5530,,,nfl,,,,8f12880d-0375-4b70-836b-c1e88bcb3515,True,,20120.0,Berry,31450.0,,,,Evan,4.0,1995-11-04,berry,{'channel_id': '1116853117078470656'},Tennessee,Active,,evanberry,1535493306660.0,,,,3115343.0,13134.0,[],829985.0,,,,,0.0,9999999.0,5530,,WR,26.0,205,Evan Berry,evan,['WR'],,#evanberry-NFL-FA-0,,Creekside (GA),71
11445,,,nfl,,,,d15667f0-f31f-11ed-857b-51f5bc78307f,True,,,Grimes,,,,,Taylor,1.0,2000-03-26,grimes,{'channel_id': '1116852690060574720'},Incarnate Word,Active,1128933.0,taylorgrimes,1693323303780.0,,,,,17590.0,[],,,,,,13.0,9999999.0,11445,,WR,23.0,188,Taylor Grimes,taylor,['WR'],,#taylorgrimes-NFL-FA-13,,Godly (TX),71
174,,,nfl,,,,659e5aea-8030-42ab-a41c-fa07fcda8440,False,,4517.0,Ratliff,7400.0,,,,Jay,15.0,1981-08-29,ratliff,,Auburn,Inactive,,jayratliff,,,,,8638.0,,[],,,,,,90.0,9999999.0,174,,NT,39.0,303,Jay Ratliff,jay,['DL'],,#jayratliff-NFL-FA-90,,Lowndes (GA),"6'4"""
5619,,,nfl,,00-0034654,,12c39c1f-d579-4bd5-b736-62afd23b8208,True,,20600.0,Dawkins,31620.0,,,,Dalyn,4.0,1994-12-12,dawkins,{'channel_id': '1116853133012631552'},Colorado State,Active,,dalyndawkins,1608771051119.0,,,,3052449.0,13293.0,[],749064.0,,,,,28.0,1497.0,5619,,RB,27.0,185,Dalyn Dawkins,dalyn,['RB'],,#dalyndawkins-NFL-FA-28,,Trinity (KY),67
5122,,,nfl,,00-0034414,,768f6afa-ba24-40d9-bdc1-3184bba2ec2b,True,D3399A88060D,20039.0,Scott,31171.0,,,,Boston,6.0,1995-04-27,scott,"{'channel_id': '1113708703757922304', 'rookie_year': '2018'}",Louisiana Tech,Active,749635.0,bostonscott,1732662951946.0,,,,3051439.0,12996.0,[],749635.0,,,,,33.0,549.0,5122,,RB,29.0,203,Boston Scott,boston,['RB'],,#bostonscott-NFL-FA-33,13301.0,Zachary (LA),66
7823,,,nfl,LV,,1.0,b34aa9fb-3f93-481b-8f68-7330c39e6e20,True,AB1443A71C5D,,Hobbs,,,,,Nate,4.0,1999-06-24,hobbs,"{'channel_id': '1113708771990859776', 'rookie_year': '2021'}",Illinois,Active,1057536.0,natehobbs,1736109039943.0,,,,,15387.0,[],,,,LCB,,39.0,410.0,7823,,CB,25.0,195,Nate Hobbs,nate,['DB'],,#natehobbs-NFL-LV-39,,Louisville Male (KY),72
5396,,,nfl,,,,,False,,20473.0,Bailey II,31253.0,,,,Sergio,0.0,1991-09-07,baileyii,{'override_active': 'false'},None,Inactive,,sergiobaileyii,,,,,4039320.0,,[],927071.0,,,,NA,83.0,9999999.0,5396,,WR,29.0,190,Sergio Bailey II,sergio,['WR'],,#sergiobaileyii-NFL-FA-83,,,"6'0"""
